date_operation,libelle,debit,credit,annee,mois,jour,jour_sem,jour_sem_num,weekend,quart_mois,montant,solde_avt_ope,categ,type,tranche_depense
2023-07-27,CARTE XX XX L'EPICERIE DEMBAS XX XX,-8.14,0.0,2023,7,27,<bound method Timestamp.day_name of Timestamp('2023-07-27 00:00:00')>,4,False,4,-8.14,552.2500000000005,AUTRE,CARTE,petite
2023-07-26,CARTE XX XX L'EPICERIE DEMBAS XX XX,-7.54,0.0,2023,7,26,<bound method Timestamp.day_name of Timestamp('2023-07-26 00:00:00')>,3,False,4,-7.54,544.1100000000006,AUTRE,CARTE,petite
2023-07-25,CARTE XX XX LES ANCIENS ROBINSON XX,-60.16,0.0,2023,7,25,<bound method Timestamp.day_name of Timestamp('2023-07-25 00:00:00')>,2,False,4,-60.16,536.5700000000006,COURSES,CARTE,petite
2023-07-25,VIREMENT XX XX XX XX XX XX XX,0.0,1071.6,2023,7,25,<bound method Timestamp.day_name of Timestamp('2023-07-25 00:00:00')>,2,False,4,1071.6,476.41000000000076,AUTRE,VIREMENT,(pas une depense)
2023-07-24,CARTE XX XX XX XX XX,-20.8,0.0,2023,7,24,<bound method Timestamp.day_name of Timestamp('2023-07-24 00:00:00')>,1,False,3,-20.8,1548.0100000000007,AUTRE,CARTE,petite
2023-07-24,CARTE XX XX CHEZ LUC XX,-9.2,0.0,2023,7,24,<bound method Timestamp.day_name of Timestamp('2023-07-24 00:00:00')>,1,False,3,-9.2,1527.2100000000005,RESTAURANT,CARTE,petite
2023-07-24,CARTE XX XX XX XX XX XX,-4.8,0.0,2023,7,24,<bound method Timestamp.day_name of Timestamp('2023-07-24 00:00:00')>,1,False,3,-4.8,1518.0100000000007,AUTRE,CARTE,petite
2023-07-24,CARTE XX XX XX XX XX,-9.6,0.0,2023,7,24,<bound method Timestamp.day_name of Timestamp('2023-07-24 00:00:00')>,1,False,3,-9.6,1513.2100000000005,AUTRE,CARTE,petite
2023-07-24,RETRAIT XX XX XX,-32.0,0.0,2023,7,24,<bound method Timestamp.day_name of Timestamp('2023-07-24 00:00:00')>,1,False,3,-32.0,1503.6100000000006,AUTRE,RETRAIT,petite
2023-07-24,CARTE XX XX XX XX XX,-4.88,0.0,2023,7,24,<bound method Timestamp.day_name of Timestamp('2023-07-24 00:00:00')>,1,False,3,-4.88,1471.6100000000006,AUTRE,CARTE,petite
2023-07-21,CARTE XX XX XX XX,-13.6,0.0,2023,7,21,<bound method Timestamp.day_name of Timestamp('2023-07-21 00:00:00')>,5,False,3,-13.6,1466.7300000000005,AUTRE,CARTE,petite
2023-07-21,CARTE XX XX L'EPICERIE DEMBAS XX XX,-6.49,0.0,2023,7,21,<bound method Timestamp.day_name of Timestamp('2023-07-21 00:00:00')>,5,False,3,-6.49,1453.1300000000006,AUTRE,CARTE,petite
2023-07-21,CARTE XX XX XX XX XX,-4.8,0.0,2023,7,21,<bound method Timestamp.day_name of Timestamp('2023-07-21 00:00:00')>,5,False,3,-4.8,1446.6400000000006,AUTRE,CARTE,petite
2023-07-20,CARTE XX XX LA CCNCF XX XX,-190.8,0.0,2023,7,20,<bound method Timestamp.day_name of Timestamp('2023-07-20 00:00:00')>,4,False,3,-190.8,1441.8400000000006,TRANSPORT,CARTE,moyenne
2023-07-19,CARTE XX XX XX XX XX,-4.88,0.0,2023,7,19,<bound method Timestamp.day_name of Timestamp('2023-07-19 00:00:00')>,3,False,3,-4.88,1251.0400000000004,AUTRE,CARTE,petite
2023-07-19,CARTE XX XX XX XX,-104.0,0.0,2023,7,19,<bound method Timestamp.day_name of Timestamp('2023-07-19 00:00:00')>,3,False,3,-104.0,1246.1600000000005,AUTRE,CARTE,moyenne
2023-07-19,CARTE XX XX XX XX,-12.48,0.0,2023,7,19,<bound method Timestamp.day_name of Timestamp('2023-07-19 00:00:00')>,3,False,3,-12.48,1142.1600000000005,AUTRE,CARTE,petite
2023-07-15,VIREMENT PERMANENT LOYER,-345.0,0.0,2023,7,15,<bound method Timestamp.day_name of Timestamp('2023-07-15 00:00:00')>,6,False,2,-345.0,1129.6800000000005,LOYER,VIREMENT,grosse
2023-07-13,CARTE XX XX TOUPTIPRI XX,-9.88,0.0,2023,7,13,<bound method Timestamp.day_name of Timestamp('2023-07-13 00:00:00')>,4,False,2,-9.88,784.6800000000005,COURSES,CARTE,petite
2023-07-12,CARTE XX XX XX XX,-8.0,0.0,2023,7,12,<bound method Timestamp.day_name of Timestamp('2023-07-12 00:00:00')>,3,False,2,-8.0,774.8000000000006,AUTRE,CARTE,petite
2023-07-11,CARTE XX XX CHEZ LUC XX,-14.4,0.0,2023,7,11,<bound method Timestamp.day_name of Timestamp('2023-07-11 00:00:00')>,2,False,2,-14.4,766.8000000000006,RESTAURANT,CARTE,petite
2023-07-10,CARTE XX XX LA CCNCF XX,-53.1,0.0,2023,7,10,<bound method Timestamp.day_name of Timestamp('2023-07-10 00:00:00')>,1,False,2,-53.1,752.4000000000005,TRANSPORT,CARTE,petite
2023-07-10,CARTE XX XX XX XX LA CCNCF XX,-1.53,0.0,2023,7,10,<bound method Timestamp.day_name of Timestamp('2023-07-10 00:00:00')>,1,False,2,-1.53,699.3000000000006,TRANSPORT,CARTE,petite
2023-07-10,CARTE XX XX XX XX XX,-9.52,0.0,2023,7,10,<bound method Timestamp.day_name of Timestamp('2023-07-10 00:00:00')>,1,False,2,-9.52,697.7700000000004,AUTRE,CARTE,petite
2023-07-10,CARTE XX XX XX XX LA CCNCF XX,-1.08,0.0,2023,7,10,<bound method Timestamp.day_name of Timestamp('2023-07-10 00:00:00')>,1,False,2,-1.08,688.2500000000005,TRANSPORT,CARTE,petite
2023-07-07,CARTE XX XX XX XX XX,-29.2,0.0,2023,7,7,<bound method Timestamp.day_name of Timestamp('2023-07-07 00:00:00')>,5,False,1,-29.2,687.1700000000005,AUTRE,CARTE,petite
2023-07-06,CARTE XX XX XX XX XX,-14.62,0.0,2023,7,6,<bound method Timestamp.day_name of Timestamp('2023-07-06 00:00:00')>,4,False,1,-14.62,657.9700000000005,AUTRE,CARTE,petite
2023-07-06,PRELEVEMENT XX TELEPHONE XX XX,-36.48,0.0,2023,7,6,<bound method Timestamp.day_name of Timestamp('2023-07-06 00:00:00')>,4,False,1,-36.48,643.3500000000004,FACTURE TELEPHONE,AUTRE,petite
2023-07-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,0.0,2023,7,6,<bound method Timestamp.day_name of Timestamp('2023-07-06 00:00:00')>,4,False,1,-1.92,606.8700000000003,COTISATION BANCAIRE,AUTRE,petite
2023-07-05,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,0.0,676.0,2023,7,5,<bound method Timestamp.day_name of Timestamp('2023-07-05 00:00:00')>,3,False,1,676.0,604.9500000000005,AUTRE,VIREMENT,(pas une depense)
2023-07-03,CARTE XX XX XX XX XX,-19.93,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-19.93,1280.9500000000005,AUTRE,CARTE,petite
2023-07-03,XX XX CARTE XX XX XX,-13.06,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-13.06,1261.0200000000004,AUTRE,CARTE,petite
2023-07-03,CARTE XX XX XX XX,-14.39,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-14.39,1247.9600000000005,AUTRE,CARTE,petite
2023-07-03,CARTE XX XX XX XX,-1.12,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-1.12,1233.5700000000006,AUTRE,CARTE,petite
2023-07-03,CARTE XX XX XX XX,-8.8,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-8.8,1232.4500000000005,AUTRE,CARTE,petite
2023-07-03,CARTE XX XX RAPT XX,-73.0,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-73.0,1223.6500000000005,TRANSPORT,CARTE,petite
2023-07-03,CARTE XX XX XX XX XX,-48.0,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-48.0,1150.6500000000005,AUTRE,CARTE,petite
2023-07-03,RETRAIT XX XX XX,-40.0,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-40.0,1102.6500000000005,AUTRE,RETRAIT,petite
2023-07-03,CARTE XX XX RAPT XX,-73.0,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-73.0,1062.6500000000005,TRANSPORT,CARTE,petite
2023-07-03,CARTE XX XX XX XX XX XX XX XX,-602.27,0.0,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1,-602.27,989.6500000000005,AUTRE,CARTE,grosse
2023-06-30,CARTE XX XX LA CCNCF XX XX,-23.85,0.0,2023,6,30,<bound method Timestamp.day_name of Timestamp('2023-06-30 00:00:00')>,5,False,4,-23.85,387.38000000000056,TRANSPORT,CARTE,petite
2023-06-30,DON XX XX XX XX XX XX XX,-1.76,0.0,2023,6,30,<bound method Timestamp.day_name of Timestamp('2023-06-30 00:00:00')>,5,False,4,-1.76,363.53000000000065,AUTRE,DON,petite
2023-06-30,XX XX VIREMENT XX XX XX,-36.0,0.0,2023,6,30,<bound method Timestamp.day_name of Timestamp('2023-06-30 00:00:00')>,5,False,4,-36.0,361.77000000000044,AUTRE,VIREMENT,petite
2023-06-28,CARTE XX XX LES ANCIENS ROBINSON XX,-12.49,0.0,2023,6,28,<bound method Timestamp.day_name of Timestamp('2023-06-28 00:00:00')>,3,False,4,-12.49,325.77000000000044,COURSES,CARTE,petite
2023-06-28,CARTE XX XX XX XX XX,-7.12,0.0,2023,6,28,<bound method Timestamp.day_name of Timestamp('2023-06-28 00:00:00')>,3,False,4,-7.12,313.28000000000065,AUTRE,CARTE,petite
2023-06-27,RETRAIT XX XX XX,-40.0,0.0,2023,6,27,<bound method Timestamp.day_name of Timestamp('2023-06-27 00:00:00')>,2,False,4,-40.0,306.16000000000076,AUTRE,RETRAIT,petite
2023-06-27,CARTE XX XX L'EPICERIE DEMBAS XX XX,-11.44,0.0,2023,6,27,<bound method Timestamp.day_name of Timestamp('2023-06-27 00:00:00')>,2,False,4,-11.44,266.16000000000076,AUTRE,CARTE,petite
2023-06-27,CARTE XX XX L'EPICERIE DEMBAS XX XX,-10.95,0.0,2023,6,27,<bound method Timestamp.day_name of Timestamp('2023-06-27 00:00:00')>,2,False,4,-10.95,254.7200000000007,AUTRE,CARTE,petite
2023-06-26,CARTE XX XX XX XX XX XX,-8.0,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-8.0,243.77000000000044,AUTRE,CARTE,petite
2023-06-26,CARTE XX XX TOUPTIPRI XX,-6.6,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-6.6,235.77000000000044,COURSES,CARTE,petite
2023-06-26,CARTE XX XX LA LOUVE XX XX,-27.68,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-27.68,229.17000000000053,COURSES,CARTE,petite
2023-06-26,CARTE XX XX XX XX XX,-17.2,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-17.2,201.4900000000007,AUTRE,CARTE,petite
2023-06-26,CARTE XX XX XX XX XX,-29.52,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-29.52,184.29000000000042,AUTRE,CARTE,petite
2023-06-26,CARTE XX XX XX XX,-96.0,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-96.0,154.77000000000044,AUTRE,CARTE,moyenne
2023-06-26,CARTE XX XX XX XX XX XX,-24.48,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-24.48,58.77000000000044,AUTRE,CARTE,petite
2023-06-26,CARTE XX XX XX XX,-183.99,0.0,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4,-183.99,34.29000000000042,AUTRE,CARTE,moyenne
2023-06-23,CARTE XX XX XX XX XX,-19.84,0.0,2023,6,23,<bound method Timestamp.day_name of Timestamp('2023-06-23 00:00:00')>,5,False,3,-19.84,-149.69999999999936,AUTRE,CARTE,petite
2023-06-23,CARTE XX XX XX XX XX XX,-19.36,0.0,2023,6,23,<bound method Timestamp.day_name of Timestamp('2023-06-23 00:00:00')>,5,False,3,-19.36,-169.5399999999995,AUTRE,CARTE,petite
2023-06-23,CARTE XX XX XX XX XX,-10.4,0.0,2023,6,23,<bound method Timestamp.day_name of Timestamp('2023-06-23 00:00:00')>,5,False,3,-10.4,-188.89999999999918,AUTRE,CARTE,petite
2023-06-22,CARTE XX XX XX XX XX,-8.8,0.0,2023,6,22,<bound method Timestamp.day_name of Timestamp('2023-06-22 00:00:00')>,4,False,3,-8.8,-199.29999999999927,AUTRE,CARTE,petite
2023-06-22,CARTE XX XX XX XX XX,-7.12,0.0,2023,6,22,<bound method Timestamp.day_name of Timestamp('2023-06-22 00:00:00')>,4,False,3,-7.12,-208.09999999999945,AUTRE,CARTE,petite
2023-06-21,CARTE XX XX XX XX,-2.72,0.0,2023,6,21,<bound method Timestamp.day_name of Timestamp('2023-06-21 00:00:00')>,3,False,3,-2.72,-215.21999999999935,AUTRE,CARTE,petite
2023-06-20,CARTE XX XX VELOC XX XX,-29.0,0.0,2023,6,20,<bound method Timestamp.day_name of Timestamp('2023-06-20 00:00:00')>,2,False,3,-29.0,-217.93999999999915,TRANSPORT,CARTE,petite
2023-06-20,CARTE XX XX L'EPICERIE DEMBAS XX XX,-10.05,0.0,2023,6,20,<bound method Timestamp.day_name of Timestamp('2023-06-20 00:00:00')>,2,False,3,-10.05,-246.93999999999915,AUTRE,CARTE,petite
2023-06-19,CARTE XX XX XX XX XX XX,-2.4,0.0,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3,-2.4,-256.9899999999993,AUTRE,CARTE,petite
2023-06-19,CARTE XX XX XX XX XX,-10.2,0.0,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3,-10.2,-259.3899999999994,AUTRE,CARTE,petite
2023-06-19,CARTE XX XX XX XX,-18.24,0.0,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3,-18.24,-269.58999999999924,AUTRE,CARTE,petite
2023-06-19,CARTE XX XX LA LOUVE XX XX,-18.45,0.0,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3,-18.45,-287.8299999999995,COURSES,CARTE,petite
2023-06-19,CARTE XX XX LES ANCIENS ROBINSON XX,-9.31,0.0,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3,-9.31,-306.2799999999993,COURSES,CARTE,petite
2023-06-16,CARTE XX XX XX XX XX,-8.0,0.0,2023,6,16,<bound method Timestamp.day_name of Timestamp('2023-06-16 00:00:00')>,5,False,2,-8.0,-315.58999999999924,AUTRE,CARTE,petite
2023-06-16,CARTE XX XX LES ANCIENS ROBINSON XX,-4.39,0.0,2023,6,16,<bound method Timestamp.day_name of Timestamp('2023-06-16 00:00:00')>,5,False,2,-4.39,-323.58999999999924,COURSES,CARTE,petite
2023-06-15,CARTE XX XX XX XX XX,-19.2,0.0,2023,6,15,<bound method Timestamp.day_name of Timestamp('2023-06-15 00:00:00')>,4,False,2,-19.2,-327.97999999999956,AUTRE,CARTE,petite
2023-06-15,CARTE XX XX XX XX XX XX XX,-15.99,0.0,2023,6,15,<bound method Timestamp.day_name of Timestamp('2023-06-15 00:00:00')>,4,False,2,-15.99,-347.1799999999994,AUTRE,CARTE,petite
2023-06-15,VIREMENT PERMANENT LOYER,-345.0,0.0,2023,6,15,<bound method Timestamp.day_name of Timestamp('2023-06-15 00:00:00')>,4,False,2,-345.0,-363.1699999999996,LOYER,VIREMENT,grosse
2023-06-13,CARTE XX XX XX XX XX XX,-7.99,0.0,2023,6,13,<bound method Timestamp.day_name of Timestamp('2023-06-13 00:00:00')>,2,False,2,-7.99,-708.1699999999996,AUTRE,CARTE,petite
2023-06-12,CARTE XX XX TOUPTIPRI XX,-2.51,0.0,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2,-2.51,-716.1599999999994,COURSES,CARTE,petite
2023-06-12,CARTE XX XX LES ANCIENS ROBINSON XX,-4.63,0.0,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2,-4.63,-718.6699999999996,COURSES,CARTE,petite
2023-06-12,CARTE XX XX TOUPTIPRI XX,-5.88,0.0,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2,-5.88,-723.2999999999997,COURSES,CARTE,petite
2023-06-12,CARTE XX XX XX XX XX XX,-2.32,0.0,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2,-2.32,-729.1799999999998,AUTRE,CARTE,petite
2023-06-12,CARTE XX XX LES ANCIENS ROBINSON XX,-26.58,0.0,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2,-26.58,-731.5,COURSES,CARTE,petite
2023-06-12,CARTE XX XX CHEZ LUC XX,-9.2,0.0,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2,-9.2,-758.0799999999999,RESTAURANT,CARTE,petite
2023-06-07,PRELEVEMENT XX TELEPHONE XX XX,-6.38,0.0,2023,6,7,<bound method Timestamp.day_name of Timestamp('2023-06-07 00:00:00')>,3,False,1,-6.38,-767.2799999999997,FACTURE TELEPHONE,AUTRE,petite
2023-06-06,CARTE XX XX XX XX,-5.1,0.0,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1,-5.1,-773.6599999999999,AUTRE,CARTE,petite
2023-06-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.84,0.0,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1,-1.84,-778.7599999999998,COTISATION BANCAIRE,AUTRE,petite
2023-06-06,CARTE XX XX XX XX,-14.39,0.0,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1,-14.39,-780.5999999999999,AUTRE,CARTE,petite
2023-06-06,CARTE XX XX XX XX XX XX,-10.4,0.0,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1,-10.4,-794.9899999999998,AUTRE,CARTE,petite
2023-06-06,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,0.0,676.0,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1,676.0,-805.3899999999999,AUTRE,VIREMENT,(pas une depense)
2023-06-06,CARTE XX XX XX XX XX,-20.4,0.0,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1,-20.4,-129.38999999999987,AUTRE,CARTE,petite
2023-06-02,CARTE XX XX RAPT XX,-73.0,0.0,2023,6,2,<bound method Timestamp.day_name of Timestamp('2023-06-02 00:00:00')>,5,False,1,-73.0,-149.78999999999996,TRANSPORT,CARTE,petite
2023-05-31,CARTE XX XX CHEZ LUC XX,-7.74,0.0,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4,-7.74,-222.78999999999996,RESTAURANT,CARTE,petite
2023-05-31,CARTE XX XX LES ANCIENS ROBINSON XX,-6.89,0.0,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4,-6.89,-230.5300000000002,COURSES,CARTE,petite
2023-05-31,DON XX XX XX XX XX XX XX,-1.44,0.0,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4,-1.44,-237.42000000000007,AUTRE,DON,petite
2023-05-31,XX XX VIREMENT XX XX XX,-36.0,0.0,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4,-36.0,-238.86000000000013,AUTRE,VIREMENT,petite
2023-05-29,RETRAIT XX XX XX,-48.0,0.0,2023,5,29,<bound method Timestamp.day_name of Timestamp('2023-05-29 00:00:00')>,1,False,4,-48.0,-274.8600000000001,AUTRE,RETRAIT,petite
2023-05-29,CARTE XX XX XX XX XX,-14.16,0.0,2023,5,29,<bound method Timestamp.day_name of Timestamp('2023-05-29 00:00:00')>,1,False,4,-14.16,-322.8600000000001,AUTRE,CARTE,petite
2023-05-29,CARTE XX XX LES ANCIENS ROBINSON XX,-22.59,0.0,2023,5,29,<bound method Timestamp.day_name of Timestamp('2023-05-29 00:00:00')>,1,False,4,-22.59,-337.02000000000044,COURSES,CARTE,petite
2023-05-24,CARTE XX XX XX XX XX,-7.84,0.0,2023,5,24,<bound method Timestamp.day_name of Timestamp('2023-05-24 00:00:00')>,3,False,3,-7.84,-359.6100000000001,AUTRE,CARTE,petite
2023-05-24,CARTE XX XX L'EPICERIE DEMBAS XX XX,-15.81,0.0,2023,5,24,<bound method Timestamp.day_name of Timestamp('2023-05-24 00:00:00')>,3,False,3,-15.81,-367.4500000000003,AUTRE,CARTE,petite
2023-05-23,CARTE XX XX XX XX,-3.2,0.0,2023,5,23,<bound method Timestamp.day_name of Timestamp('2023-05-23 00:00:00')>,2,False,3,-3.2,-383.2600000000002,AUTRE,CARTE,petite
2023-05-23,CARTE XX XX LES ANCIENS ROBINSON XX,-4.41,0.0,2023,5,23,<bound method Timestamp.day_name of Timestamp('2023-05-23 00:00:00')>,2,False,3,-4.41,-386.46000000000004,COURSES,CARTE,petite
2023-05-22,CARTE XX XX CHEZ LUC XX,-11.4,0.0,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3,-11.4,-390.87000000000035,RESTAURANT,CARTE,petite
2023-05-22,RETRAIT XX XX XX,-32.0,0.0,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3,-32.0,-402.27000000000044,AUTRE,RETRAIT,petite
2023-05-22,CARTE XX XX XX XX XX XX,-2.4,0.0,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3,-2.4,-434.27000000000044,AUTRE,CARTE,petite
2023-05-22,CARTE XX XX XX XX XX XX,-9.72,0.0,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3,-9.72,-436.6700000000005,AUTRE,CARTE,petite
2023-05-22,VIREMENT XX XX XX XX XX XX XX,0.0,936.32,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3,936.32,-446.3900000000003,AUTRE,VIREMENT,(pas une depense)
2023-05-22,CARTE XX XX LA CCNCF XX XX,-138.24,0.0,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3,-138.24,489.92999999999984,TRANSPORT,CARTE,moyenne
2023-05-19,CARTE XX XX XX XX,-12.0,0.0,2023,5,19,<bound method Timestamp.day_name of Timestamp('2023-05-19 00:00:00')>,5,False,3,-12.0,351.6899999999996,AUTRE,CARTE,petite
2023-05-18,CARTE XX XX XX XX XX,-1.6,0.0,2023,5,18,<bound method Timestamp.day_name of Timestamp('2023-05-18 00:00:00')>,4,False,3,-1.6,339.6899999999996,AUTRE,CARTE,petite
2023-05-15,VIREMENT PERMANENT LOYER,-345.0,0.0,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2,-345.0,338.0899999999997,LOYER,VIREMENT,grosse
2023-05-15,CARTE XX XX LES ANCIENS ROBINSON XX,-33.55,0.0,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2,-33.55,-6.910000000000309,COURSES,CARTE,petite
2023-05-15,CARTE XX XX CHEZ LUC XX,-11.0,0.0,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2,-11.0,-40.460000000000036,RESTAURANT,CARTE,petite
2023-05-15,CARTE XX XX TOUPTIPRI XX,-12.96,0.0,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2,-12.96,-51.460000000000036,COURSES,CARTE,petite
2023-05-15,CARTE XX XX XX XX XX XX,-8.0,0.0,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2,-8.0,-64.42000000000007,AUTRE,CARTE,petite
2023-05-12,CARTE XX XX XX XX,-5.6,0.0,2023,5,12,<bound method Timestamp.day_name of Timestamp('2023-05-12 00:00:00')>,5,False,2,-5.6,-72.42000000000007,AUTRE,CARTE,petite
2023-05-11,CARTE XX XX XX XX XX,-1.6,0.0,2023,5,11,<bound method Timestamp.day_name of Timestamp('2023-05-11 00:00:00')>,4,False,2,-1.6,-78.01999999999998,AUTRE,CARTE,petite
2023-05-10,CARTE XX XX CHEZ LUC XX,-9.6,0.0,2023,5,10,<bound method Timestamp.day_name of Timestamp('2023-05-10 00:00:00')>,3,False,2,-9.6,-79.61999999999989,RESTAURANT,CARTE,petite
2023-05-10,CARTE XX XX LES ANCIENS ROBINSON XX,-42.45,0.0,2023,5,10,<bound method Timestamp.day_name of Timestamp('2023-05-10 00:00:00')>,3,False,2,-42.45,-89.2199999999998,COURSES,CARTE,petite
2023-05-09,PRELEVEMENT XX TELEPHONE XX XX,-7.02,0.0,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2,-7.02,-131.67000000000007,FACTURE TELEPHONE,AUTRE,petite
2023-05-09,CARTE XX XX XX XX,-1.6,0.0,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2,-1.6,-138.69000000000005,AUTRE,CARTE,petite
2023-05-09,CARTE XX XX XX XX,-1.12,0.0,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2,-1.12,-140.28999999999996,AUTRE,CARTE,petite
2023-05-09,CARTE XX XX XX XX,-1.44,0.0,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2,-1.44,-141.40999999999985,AUTRE,CARTE,petite
2023-05-09,CARTE XX XX XX XX XX,-32.0,0.0,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2,-32.0,-142.8499999999999,AUTRE,CARTE,petite
2023-05-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.84,0.0,2023,5,6,<bound method Timestamp.day_name of Timestamp('2023-05-06 00:00:00')>,6,False,1,-1.84,-174.8499999999999,COTISATION BANCAIRE,AUTRE,petite
2023-05-05,CARTE XX XX TOUPTIPRI XX,-3.48,0.0,2023,5,5,<bound method Timestamp.day_name of Timestamp('2023-05-05 00:00:00')>,5,False,1,-3.48,-176.6899999999996,COURSES,CARTE,petite
2023-05-04,CARTE XX XX LES ANCIENS ROBINSON XX,-17.16,0.0,2023,5,4,<bound method Timestamp.day_name of Timestamp('2023-05-04 00:00:00')>,4,False,1,-17.16,-180.16999999999962,COURSES,CARTE,petite
